Scene Name,Translation RMSE x 100,Rotation RMSE,t0 Translation RMSE x 100,t0 Rotation RMSE
trex_0_100_even_odd_0_01,0.009419028647243977,0.009850717149674892
trex_0_100_even_odd_0_05,0.014375722035765648,0.0026384785305708647
trex_0_100_even_odd_0_1,0.0497235432267189,0.01040312834084034
trex_0_100_even_odd_0_2,0.013231690973043442,0.009419477544724941
trex_30_70_even_odd_0_01,0.006699740886688232,0.014576634392142296
trex_30_70_even_odd_0_05,0.014524471946060658,0.014675233513116837
trex_30_70_even_odd_0_1,0.02169240266084671,0.009964327327907085
trex_30_70_even_odd_0_2,0.015785157680511475,0.01671738363802433
trex_50_50_0_01,0.01808011531829834,0.011440275236964226
trex_50_50_0_05,0.006285087205469608,0.014440198428928852
trex_50_50_0_1,0.008127330802381039,0.021742211654782295
trex_50_50_0_2,0.015785155817866325,0.020388081669807434
