Scene Name,Translation RMSE x 100,Rotation RMSE,t0 Translation RMSE x 100,t0 Rotation RMSE
lion_30_70_even_odd,0.029207702726125717,0.03801147639751434,2.971428871154785,2.9533848762512207
table_30_70_even_odd,0.012494843453168869,0.022668126970529556,1.0841610431671143,1.248037338256836
