Scene Name,Translation RMSE x 100,Rotation RMSE
fern_0_100_even_odd,0.1916925013065338,0.04487163573503494
fern_30_70_even_odd,0.16800260543823242,0.044297512620687485
fern_50_50,0.2381713092327118,0.009610148146748543
horns_0_100_even_odd,0.09400791674852371,0.021228032186627388
horns_30_70_even_odd,55.19207000732422,17.57353401184082
horns_50_50,43.90393829345703,16.330646514892578
room_0_100_even_odd,22.08194351196289,2.971322536468506
room_30_70_even_odd,0.14757391810417175,0.018818607553839684
room_50_50,43.32318115234375,22.15949821472168
trex_0_100_even_odd,0.21892069280147552,0.0378715954720974
trex_30_70_even_odd,0.22164495289325714,0.015036579221487045
trex_50_50,0.2545030117034912,0.014350494369864464
