Scene Name,Translation RMSE x 100,Rotation RMSE
01_Portugal_Fire_Hydrant0063,0.023271143436431885,0.6906668346268604
1983_Chevrolet_C101431,0.28384774923324585,0.866784566636869
26851W_Odeon_Lightab66,32.36040496826172,126.14847309611301
4b05,63.647056579589844,110.96147850306863
Acoustic_Guitar0aa0,108.56300354003906,173.73090023332716
Acoustic_Guitar0ceb,51.123130798339844,173.63442215880772
Antique_World_War_II_German_Telephone0354,0.4392072558403015,0.9187730120280927
Arnt_Shoes_-_Koston_11627,3.1072168350219727,174.72608336109764
Banana_3D_Scan2373,24.91858673095703,176.22531350549727
Banana_for_scale0a07,0.07984787225723267,2.6370033086890174
Elephant1608,41.17279815673828,116.81891888490034
F1110000,1.062279224395752,22.114705069754102
F_15_C_Jungle_Camo16c6,43.85335922241211,178.3026896267906
Figura_San_Juan260d,1.5956745147705078,90.27520352013374
FireHydrant_Fortnite_Style_0152,1.1411144733428955,4.088953260903227
Fire_Hydrant_Low_Poly_06d5,0.021623075008392334,0.02562345176980362
Haunted_Mansion_-_Piano0e0d,13.894103050231934,7.798774652365252
Hl_Maximilian09f0,11.896044731140137,174.09597605396033
Hunter_Boy_With_Rabbit_Figurine0a5b,0.03584921360015869,0.02562345176980362
Lantern0231,35.12177276611328,179.9743765482302
MiG_23_Desert_Camo089f,0.03068596124649048,0.02562345176980362
Ornate_Medieval_Shield22a7,10.382331848144531,12.432194760464574
PB170_Sneaker_Sm18c3,0.15658587217330933,1.0664154569477988
PBR_Stylized_Tennis0bf9,22.132652282714844,99.46801647740318
Park_Bench0b05,6.277999401092529,160.04948441496938
Petroleum_lamp0230,58.03542709350586,167.5256086324261
Phone_retro1a8c,25.95124626159668,172.62144784276995
Procedural_Bananas3a07,35.78017807006836,174.55399651575888
RTFKT__sneakers022c,0.2510488033294678,0.02562345176980362
Shield00ad,2.713860511779785,1.9933418847974949
Simply_Guitar14f8,0.8164539933204651,18.42092858633939
Smoked_Salmon_Plate5648,0.1383557915687561,0.02562345176980362
Stylized_Piano0a6e,47.11379623413086,168.14540531780293
Stylized_Skateboard10c7,28.82297706604004,146.54099762360565
Teddy1b47,6.629338264465332,7.66244390203472
Test_Model15b4,0.05255937576293945,0.02562345176980362
Tolix_Industrial_Chairs3f2d,16.366369247436523,129.27671687448805
Traffic_Cone37b5,22.614097595214844,46.34924861613921
Vikings_shield_and_axe1973,1.6567438840866089,43.20352163467414
Xbox_360_Controller0866,17.82941436767578,136.16230986805832
chair_teacher4659,0.03150738775730133,0.8675358650024045
elephant_android1a39,1.7607629299163818,1.8977793344866112
model_New_Qlone183a,1.9620429277420044,0.8664292475378876
shield14a6,34.92557907104492,93.31499485351048
