Scene Name,Translation RMSE x 100,Rotation RMSE,t0 Translation RMSE x 100,t0 Rotation RMSE
01_Portugal_Fire_Hydrant0063,0.023087114095687866,0.02562345176980362,0.16993656754493713,2.060557119890205
1983_Chevrolet_C101431,0.3560855984687805,0.02562345176980362,4.274542808532715,6.61936300314613
26851W_Odeon_Lightab66,1.4474432468414307,1.1932903065003315,3.0709784030914307,1.9751220758219012
4b05,2.434718370437622,0.02562345176980362,0.42055827379226685,3.114004385004251
Acoustic_Guitar0aa0,0.16073212027549744,1.5361083946898944,1.1599160432815552,2.4436038523526356
Acoustic_Guitar0ceb,0.7376151084899902,1.1600483582952403,1.4673666954040527,2.059137493766892
Antique_World_War_II_German_Telephone0354,0.6531432271003723,0.02562345176980362,1.029653787612915,3.32343050517528
Arnt_Shoes_-_Koston_11627,0.12815892696380615,1.0041561110863093,7.403579235076904,14.384358690301912
Banana_3D_Scan2373,0.14880895614624023,1.2844998309329878,0.1337885856628418,1.6901980815169422
Banana_for_scale0a07,0.43763816356658936,0.02562345176980362,3.014847755432129,1.7390884241136235
Elephant1608,2.5667428970336914,3.2521493476552363,3.8805246353149414,8.300297412178725
F1110000,0.3384985029697418,2.117434863627446,4.104367733001709,1.3088347401200469
F_15_C_Jungle_Camo16c6,0.14963150024414062,0.2644325530644533,1.1750224828720093,1.4975353238242481
Figura_San_Juan260d,0.2559199929237366,0.8364443562284124,2.820922374725342,4.311961887039795
FireHydrant_Fortnite_Style_0152,2.59999418258667,1.1145146009450941,2.980128765106201,1.5280274545114743
Fire_Hydrant_Low_Poly_06d5,0.0057950615882873535,0.36030175924455754,0.47462135553359985,5.654339700398323
Haunted_Mansion_-_Piano0e0d,13.842794418334961,6.893429636572953,3.741476058959961,5.802040730093701
Hl_Maximilian09f0,0.15799403190612793,0.9231637324630967,3.159266710281372,9.803346124245627
Hunter_Boy_With_Rabbit_Figurine0a5b,0.004780292510986328,0.6003906052018176,0.5544781684875488,4.270791589164713
Lantern0231,0.3576308488845825,0.8331608506121084,2.428624153137207,2.687362058504004
MiG_23_Desert_Camo089f,0.19385218620300293,0.02562345176980362,3.974980115890503,3.5460733262634188
Ornate_Medieval_Shield22a7,8.032586097717285,3.6799983705883177,3.067375659942627,1.2941129580863677
PB170_Sneaker_Sm18c3,0.24286359548568726,1.064171586524927,1.334630012512207,2.0708390282250795
PBR_Stylized_Tennis0bf9,4.555131912231445,5.375023932246786,1.0784130096435547,6.440095884007206
Park_Bench0b05,0.26799440383911133,0.02562345176980362,5.431567668914795,2.469530320885354
Petroleum_lamp0230,0.1056283712387085,0.02562345176980362,0.9120553731918335,2.8166886491709127
Phone_retro1a8c,0.25508877635002136,0.02562345176980362,8.476524353027344,23.123425969712525
Procedural_Bananas3a07,0.26945173740386963,0.02562345176980362,0.5045503377914429,2.0619998715837684
RTFKT__sneakers022c,0.19006356596946716,0.02562345176980362,2.0516357421875,2.961163200832922
Shield00ad,2.647909641265869,1.46827342885692,2.647909641265869,1.1391234510111872
Simply_Guitar14f8,0.13580471277236938,1.9809762547802543,1.0543800592422485,3.9093208488296414
Smoked_Salmon_Plate5648,0.16124248504638672,0.02562345176980362,0.6685972213745117,3.6889408100045387
Stylized_Piano0a6e,6.446367263793945,6.371515947683029,3.1443655490875244,12.856392056646841
Stylized_Skateboard10c7,1.9306063652038574,179.09686233477242,3.0437350273132324,179.4499023390445
Teddy1b47,5.902746200561523,6.073914433666106,6.543996810913086,7.137316986572657
Test_Model15b4,0.1410156488418579,1.3378667350404418,2.1460204124450684,1.8380423170481675
Tolix_Industrial_Chairs3f2d,1.3282984495162964,0.7994484677309578,0.4509180784225464,4.0590340891473105
Traffic_Cone37b5,23.726333618164062,49.048605098423245,23.98249053955078,54.51977999961969
Vikings_shield_and_axe1973,1.6079843044281006,2.74137409162595,1.5190541744232178,3.9162446225306433
Xbox_360_Controller0866,1.9577182531356812,0.02562345176980362,4.124466419219971,7.13932478106983
chair_teacher4659,0.045027956366539,0.02562345176980362,3.4065101146698,1.9092347917418617
elephant_android1a39,0.7649064064025879,0.7145080757417482,0.8586287498474121,1.279499529263344
model_New_Qlone183a,0.1670905351638794,1.0923606777119723,0.296122670173645,1.2322913667457298
shield14a6,6.297688961029053,13.460764201415852,4.401021480560303,13.624098910680134
